tenure,MonthlyCharges,OnlineSecurity,TotalCharges,InternetService,TechSupport,Contract,Churn Probability
1,90.85,No,90.85,Fiber optic,No,Month-to-month,0.8553753819621739
48,108.1,No,5067.45,Fiber optic,No,Two year,0.3853901394335924
11,19.95,No internet service,214.75,No,No internet service,Month-to-month,0.24075072220989138
55,85.45,No,4874.7,Fiber optic,No,Month-to-month,0.6535790300730491
42,54.75,Yes,2348.45,DSL,Yes,One year,0.1394914635505073
44,90.4,No,4063.0,Fiber optic,No,Month-to-month,0.6816751205295237
1,44.0,No,44.0,DSL,No,Month-to-month,0.7333292676551519
27,95.6,No,2595.25,Fiber optic,No,Month-to-month,0.7064164397604303
27,84.8,No,2309.55,DSL,Yes,Month-to-month,0.3558280225489701
2,44.3,No,89.3,DSL,No,Month-to-month,0.7300563783242788
19,19.9,No internet service,367.55,No,No internet service,Month-to-month,0.16727625913005115
42,95.05,No,3944.5,Fiber optic,No,Month-to-month,0.6840077440716317
66,90.05,Yes,5965.95,DSL,Yes,Two year,0.04046313840781739
33,109.9,Yes,3694.7,Fiber optic,Yes,Month-to-month,0.38297144872049804
34,73.95,No,2524.45,Fiber optic,No,Month-to-month,0.6876636059524718
33,54.6,No,1803.7,DSL,Yes,Month-to-month,0.3309570372209047
23,20.05,No internet service,415.1,No,No internet service,One year,0.041197384228274334
32,19.75,No internet service,624.15,No,No internet service,One year,0.04195708128953486
11,20.05,No internet service,237.7,No,No internet service,One year,0.06893727784711473
69,99.45,No,7007.6,Fiber optic,No,Month-to-month,0.6464218552771844
68,55.9,Yes,3848.8,DSL,Yes,One year,0.11802285652709585
20,19.7,No internet service,419.4,No,No internet service,Two year,0.020309091834294676
72,19.8,No internet service,1468.75,No,No internet service,Two year,0.013575301993206862
60,95.4,Yes,5812.0,Fiber optic,No,One year,0.3137914107239137
32,93.95,No,2861.45,Fiber optic,No,Month-to-month,0.7023071417309578
1,19.9,No internet service,19.9,No,No internet service,Month-to-month,0.5686848260494423
1,19.6,No internet service,19.6,No,No internet service,Month-to-month,0.5476874086217506
3,81.35,No,233.7,Fiber optic,No,Month-to-month,0.8366712430275943
46,24.45,No internet service,1066.15,No,No internet service,One year,0.042408542115736664
29,74.95,No,2149.05,Fiber optic,No,Month-to-month,0.6933567706182702
51,87.35,No,4473.0,Fiber optic,Yes,Month-to-month,0.5004540614302496
48,70.65,No,3545.05,Fiber optic,No,Month-to-month,0.6574618512169228
16,73.25,No,1195.75,Fiber optic,No,Month-to-month,0.7974928626983439
70,98.7,No,6858.9,Fiber optic,Yes,Two year,0.22098894148266557
40,24.8,No internet service,1024.7,No,No internet service,Two year,0.02259752578553799
22,83.3,No,1845.9,Fiber optic,No,Month-to-month,0.7173443178523029
1,75.3,No,75.3,Fiber optic,No,Month-to-month,0.8535067519142596
5,24.3,No internet service,132.25,No,No internet service,Month-to-month,0.2380788174403972
7,69.85,No,515.45,Fiber optic,No,Month-to-month,0.8083180720093947
29,100.55,No,2830.45,Fiber optic,Yes,One year,0.35038107903597315
44,25.7,No internet service,1110.5,No,No internet service,One year,0.04780258014261383
10,40.7,Yes,449.3,DSL,No,Month-to-month,0.4405487889269148
55,51.65,No,2838.55,DSL,No,Month-to-month,0.4621565146174127
52,105.1,No,5376.4,Fiber optic,No,One year,0.41711152863150386
10,85.95,No,858.6,Fiber optic,No,Month-to-month,0.8233666997850925
18,75.6,No,1395.05,Fiber optic,No,Month-to-month,0.7237415478660447
68,58.25,Yes,3975.7,DSL,Yes,One year,0.11722753002455268
61,19.4,No internet service,1182.55,No,No internet service,Month-to-month,0.17808120520874934
72,65.2,Yes,4784.45,DSL,Yes,Two year,0.03373065339358352
2,53.45,Yes,119.5,DSL,No,Month-to-month,0.5460229591490054
12,45.4,No,518.9,DSL,No,Month-to-month,0.5767209242585642
41,19.75,No internet service,899.45,No,No internet service,Two year,0.019478461145219533
26,44.45,No,1183.8,DSL,Yes,Month-to-month,0.3405758501696608
36,20.85,No internet service,720.05,No,No internet service,One year,0.04233063014639151
72,114.05,Yes,8468.2,Fiber optic,Yes,Two year,0.07388914635739022
35,89.85,No,3161.2,Fiber optic,Yes,Month-to-month,0.531479297471618
1,55.05,No,55.05,DSL,Yes,Month-to-month,0.5735433632353923
16,112.95,Yes,1882.55,Fiber optic,Yes,Month-to-month,0.5233779750183525
49,101.55,Yes,5070.4,Fiber optic,No,Month-to-month,0.4489978294346548
54,114.65,Yes,6049.5,Fiber optic,Yes,One year,0.29748814882702956
18,64.8,Yes,1166.7,DSL,No,Month-to-month,0.3697856106826563
36,80.4,No,2937.65,Fiber optic,No,Month-to-month,0.6933071712891935
60,105.9,No,6396.45,Fiber optic,No,Month-to-month,0.6406442108560163
1,69.55,No,69.55,Fiber optic,No,Month-to-month,0.8453105340519662
52,25.05,No internet service,1270.25,No,No internet service,Two year,0.018171838592492686
8,94.75,No,759.55,Fiber optic,No,Month-to-month,0.8262636624636064
72,105.5,Yes,7611.55,Fiber optic,Yes,Two year,0.10070073848197562
64,24.7,No internet service,1642.75,No,No internet service,One year,0.042492582803131396
22,69.75,Yes,1545.4,DSL,Yes,Month-to-month,0.2571505053421314
60,60.2,No,3582.4,DSL,Yes,Month-to-month,0.3051759631725636
28,81.05,No,2227.1,Fiber optic,No,Month-to-month,0.7031353151973684
61,24.4,No internet service,1417.9,No,No internet service,Two year,0.012344517695742251
24,104.15,No,2494.65,Fiber optic,No,Month-to-month,0.7134040750758753
28,92.9,No,2768.35,Fiber optic,Yes,One year,0.31763858324781297
30,80.8,No,2369.3,DSL,Yes,Two year,0.1121831888416794
2,20.0,No internet service,38.0,No,No internet service,Month-to-month,0.32066855023743174
1,75.1,No,75.1,Fiber optic,No,Month-to-month,0.8524145441220518
6,19.65,No internet service,100.9,No,No internet service,Month-to-month,0.2634066485331336
24,69.45,No,1614.05,DSL,No,Month-to-month,0.4767949850522668
4,101.15,No,385.9,Fiber optic,No,Month-to-month,0.8353064140492054
7,99.8,No,673.25,Fiber optic,No,Month-to-month,0.8297631962836914
72,116.05,Yes,8404.9,Fiber optic,Yes,Two year,0.0730958817348631
70,40.05,No,2799.75,DSL,Yes,Two year,0.09366352807164117
64,102.1,No,6538.45,Fiber optic,Yes,Two year,0.22413168923862709
72,89.7,No,6588.95,Fiber optic,No,One year,0.3577296715661989
44,19.9,No internet service,868.1,No,No internet service,Two year,0.018154797260253375
13,55.95,No,734.35,DSL,No,Month-to-month,0.5720153899207282
17,20.65,No internet service,330.6,No,No internet service,One year,0.05619536966366388
1,55.0,No,55.0,DSL,No,Month-to-month,0.7283348481734305
9,70.05,No,564.4,DSL,No,Month-to-month,0.597419317528724
24,53.6,Yes,1315.35,DSL,Yes,Month-to-month,0.25494544807559283
1,74.7,No,74.7,Fiber optic,No,Month-to-month,0.8531044117361745
24,80.25,No,1861.5,Fiber optic,No,Month-to-month,0.7095064999383298
35,76.05,No,2747.2,DSL,Yes,Month-to-month,0.3409946749191036
7,75.7,Yes,554.05,DSL,Yes,Month-to-month,0.35910905331317894
5,96.1,No,453.4,Fiber optic,Yes,Month-to-month,0.7001281822323733
15,69.0,No,994.8,Fiber optic,No,Month-to-month,0.7644961539866817
11,19.65,No internet service,225.75,No,No internet service,Two year,0.04293900189019608
48,45.3,Yes,2145.0,DSL,No,Month-to-month,0.3341958898966427
20,81.45,No,1671.6,Fiber optic,No,Month-to-month,0.718001078466838
72,108.5,No,8003.8,Fiber optic,Yes,One year,0.32877446391043746
8,83.55,No,680.05,Fiber optic,No,Month-to-month,0.8265346470752352
72,84.5,No,6130.85,Fiber optic,No,Two year,0.28166843543542425
15,100.15,No,1415.0,Fiber optic,No,Month-to-month,0.7990465979148343
72,88.6,No,6201.95,DSL,Yes,Two year,0.08973172503009871
1,74.35,No,74.35,Fiber optic,No,Month-to-month,0.8528623080282626
63,104.8,No,6597.25,Fiber optic,No,Two year,0.34816327471396735
2,59.0,No,114.15,DSL,No,Month-to-month,0.7029328517821047
2,74.4,Yes,139.4,Fiber optic,No,Month-to-month,0.6053098040935976
61,64.05,No,3902.6,DSL,No,One year,0.22329856360795064
1,20.4,No internet service,20.4,No,No internet service,Month-to-month,0.5103829454157766
22,43.75,No,903.6,DSL,No,One year,0.28431566609444353
28,60.9,Yes,1785.65,DSL,Yes,Month-to-month,0.24907386989908342
70,19.8,No internet service,1397.65,No,No internet service,Two year,0.013795049937220633
5,28.45,No,131.05,DSL,No,Month-to-month,0.7000176710942234
12,99.7,Yes,1238.45,Fiber optic,No,Month-to-month,0.6460108459651117
34,116.25,Yes,3899.05,Fiber optic,Yes,One year,0.29832784286837577
71,80.7,Yes,5676.0,Fiber optic,No,Two year,0.14113170271727052
70,65.2,Yes,4543.15,DSL,No,One year,0.1519831499823896
52,84.05,Yes,4326.8,Fiber optic,Yes,Month-to-month,0.32916785790445163
69,79.45,Yes,5502.55,DSL,Yes,Two year,0.03792426149434681
20,94.1,No,1782.4,Fiber optic,No,Month-to-month,0.7204878638043476
11,78.0,No,851.8,Fiber optic,No,Month-to-month,0.8164666050419872
2,94.2,No,167.5,Fiber optic,Yes,Month-to-month,0.7005304199548604
6,80.5,No,502.85,Fiber optic,Yes,Month-to-month,0.6812068039080241
1,19.85,No internet service,19.85,No,No internet service,Month-to-month,0.5596364311940417
20,94.3,Yes,1818.3,Fiber optic,Yes,One year,0.28209350261610305
61,106.45,Yes,6300.15,Fiber optic,No,Month-to-month,0.41880854879441426
5,74.35,No,334.8,Fiber optic,No,Month-to-month,0.8326440088890469
56,105.45,No,5916.95,Fiber optic,Yes,Month-to-month,0.49183569605114114
30,95.0,Yes,2852.4,Fiber optic,Yes,Month-to-month,0.3723950651702276
40,104.8,No,4131.95,Fiber optic,Yes,Month-to-month,0.5415123189933666
28,54.3,Yes,1546.3,DSL,Yes,One year,0.1389395692529372
5,70.05,No,302.6,Fiber optic,No,Month-to-month,0.8176112902347534
27,75.2,Yes,1929.35,Fiber optic,No,Month-to-month,0.49903747705087054
12,20.05,No internet service,265.45,No,No internet service,Month-to-month,0.22002276826437656
67,105.4,No,6989.45,Fiber optic,No,One year,0.4152424290635786
29,51.6,No,1442.0,DSL,No,Month-to-month,0.4740693796494736
55,85.5,No,4713.4,Fiber optic,No,Month-to-month,0.6571442641336873
23,75.6,No,1758.6,Fiber optic,No,Month-to-month,0.7027980131856394
34,100.05,No,3480.0,Fiber optic,No,Month-to-month,0.6914165176521958
52,91.25,Yes,4738.3,Fiber optic,No,One year,0.29287755282479533
72,115.75,Yes,8399.15,Fiber optic,Yes,Two year,0.0730958817348631
58,94.7,No,5430.35,Fiber optic,Yes,One year,0.3187851977750668
35,19.6,No internet service,686.95,No,No internet service,Two year,0.017211371851338836
56,99.9,No,5706.3,Fiber optic,Yes,Two year,0.22124780692543772
24,21.1,No internet service,490.65,No,No internet service,Two year,0.01797470000811579
70,20.05,No internet service,1360.25,No,No internet service,Two year,0.013217153380562502
2,79.95,No,174.45,Fiber optic,No,Month-to-month,0.8376149434927674
68,107.15,No,7379.8,Fiber optic,Yes,One year,0.35625505083236914
1,85.0,No,85.0,Fiber optic,No,Month-to-month,0.8547976966504266
12,89.55,No,1021.75,Fiber optic,No,Month-to-month,0.8166916434483121
63,81.55,No,5029.05,Fiber optic,No,Month-to-month,0.6319894736466655
33,58.45,Yes,1955.4,DSL,No,One year,0.17391748043388944
69,95.65,No,6744.2,Fiber optic,No,One year,0.3862862016633622
60,80.6,No,4946.7,DSL,Yes,Two year,0.08382778515310714
72,113.1,Yes,8248.5,Fiber optic,Yes,Two year,0.07815905363804854
11,58.95,No,601.6,DSL,No,Month-to-month,0.5679437031984208
1,19.55,No internet service,19.55,No,No internet service,Month-to-month,0.5448018843874558
10,86.05,No,834.1,Fiber optic,No,Month-to-month,0.8233666997850925
13,45.55,Yes,597.0,DSL,Yes,Month-to-month,0.373712760697178
34,78.95,No,2647.2,Fiber optic,No,One year,0.3923023728153194
39,86.3,No,3266.0,Fiber optic,No,Month-to-month,0.6893539249048395
65,105.05,No,6744.25,Fiber optic,Yes,One year,0.3521624038278187
50,101.9,Yes,5265.5,Fiber optic,No,One year,0.32372601848433147
15,19.75,No internet service,311.6,No,No internet service,Month-to-month,0.2313401447050733
72,110.3,Yes,7966.9,Fiber optic,No,Two year,0.152314682414586
72,115.6,Yes,8220.4,Fiber optic,Yes,Two year,0.0730958817348631
55,19.35,No internet service,1153.25,No,No internet service,Two year,0.024170598537640465
23,25.6,No internet service,514.75,No,No internet service,Two year,0.024839924008947398
32,80.35,No,2596.15,Fiber optic,No,Month-to-month,0.6999743166916346
56,68.75,Yes,3808.0,DSL,No,One year,0.15930680882428944
1,19.9,No internet service,19.9,No,No internet service,Month-to-month,0.5686848260494423
38,70.6,Yes,2708.2,DSL,Yes,One year,0.14334477961407988
11,70.2,No,760.05,Fiber optic,No,Month-to-month,0.798462121935744
1,49.3,No,49.3,DSL,Yes,Month-to-month,0.572601505714364
56,107.25,No,6033.3,Fiber optic,Yes,One year,0.3573931184040842
3,23.6,No internet service,89.05,No,No internet service,Month-to-month,0.2716313034770879
7,69.7,Yes,516.15,DSL,No,Month-to-month,0.4253046265749313
59,99.5,No,5861.75,Fiber optic,No,Two year,0.3406740545387068
7,64.3,No,445.95,DSL,Yes,Month-to-month,0.44544469246733553
71,70.85,Yes,4973.4,DSL,Yes,Two year,0.03423226511212677
15,101.9,Yes,1667.25,Fiber optic,Yes,One year,0.38984921377890164
71,73.5,Yes,5357.75,DSL,Yes,Two year,0.03438459087078494
35,100.25,No,3527.6,Fiber optic,No,Month-to-month,0.6914165176521958
11,40.4,No,422.6,DSL,Yes,One year,0.2397771472235985
60,19.25,No internet service,1103.25,No,No internet service,Two year,0.02273063797129098
47,59.6,No,2754.0,DSL,Yes,Two year,0.09769968502778562
11,64.9,No,697.25,DSL,Yes,One year,0.2365236956237832
56,100.3,No,5614.45,Fiber optic,No,One year,0.4187928864546196
28,110.85,No,3204.4,Fiber optic,Yes,Month-to-month,0.5361623992210401
61,81.05,Yes,4747.65,DSL,Yes,Two year,0.03895131892002883
31,98.05,Yes,3082.1,Fiber optic,No,One year,0.31619023124079887
9,70.5,No,597.9,Fiber optic,No,Month-to-month,0.8143647276575854
35,94.55,Yes,3365.4,Fiber optic,No,Month-to-month,0.46916367260950986
2,19.65,No internet service,38.8,No,No internet service,Month-to-month,0.3143193125290537
12,19.0,No internet service,233.55,No,No internet service,Month-to-month,0.23718107027411117
1,75.3,Yes,75.3,Fiber optic,No,Month-to-month,0.6531984653782952
4,89.2,No,346.2,Fiber optic,No,Month-to-month,0.8358664493738702
1,19.0,No internet service,19.0,No,No internet service,Month-to-month,0.4999882610143957
3,20.0,No internet service,61.7,No,No internet service,Month-to-month,0.29180252033584897
1,85.7,No,85.7,Fiber optic,No,Month-to-month,0.8547976966504266
52,63.25,Yes,3342.45,DSL,No,Two year,0.09507408226280364
5,20.1,No internet service,85.1,No,No internet service,One year,0.09393661581080166
72,99.15,Yes,7422.1,Fiber optic,No,Two year,0.1448064721410624
71,90.4,Yes,6668.05,DSL,Yes,Two year,0.03470956177736424
72,111.9,Yes,8071.05,Fiber optic,Yes,Two year,0.07931605159433283
46,24.9,No internet service,1174.8,No,No internet service,One year,0.04629289065348291
63,83.5,Yes,5435.0,DSL,No,Two year,0.09305771823389247
30,84.3,Yes,2438.6,Fiber optic,No,Month-to-month,0.4931082143090744
1,45.6,No,45.6,DSL,No,Month-to-month,0.7333292676551519
12,61.65,Yes,713.75,DSL,Yes,Month-to-month,0.36852549515284727
16,54.85,Yes,916.15,DSL,Yes,Two year,0.09866086617441873
4,65.55,No,237.2,DSL,Yes,Month-to-month,0.5161817387659786
51,90.35,No,4614.55,Fiber optic,No,One year,0.3816377702871069
65,20.4,No internet service,1414.45,No,No internet service,Two year,0.014001393842480453
16,74.55,No,1170.5,Fiber optic,Yes,Month-to-month,0.6244641216711957
2,19.95,No internet service,47.7,No,No internet service,One year,0.15291553851072814
66,74.25,No,4859.25,Fiber optic,No,One year,0.3616750310822301
46,108.65,No,4903.2,Fiber optic,Yes,Two year,0.2530427019432581
32,109.55,Yes,3608.0,Fiber optic,Yes,One year,0.2970357923619335
72,86.65,Yes,6094.25,DSL,Yes,Two year,0.0317706299766682
38,81.0,Yes,3084.9,DSL,Yes,Two year,0.05951437408615015
51,47.85,No,2356.75,DSL,Yes,One year,0.1779663526840046
72,114.55,Yes,8306.05,Fiber optic,Yes,Two year,0.07299275988189231
65,105.25,Yes,6786.4,Fiber optic,No,Month-to-month,0.42073174577782596
9,29.95,No,248.95,DSL,No,Month-to-month,0.6473199679504276
9,65.0,Yes,663.05,DSL,Yes,Month-to-month,0.3692733045631215
66,20.55,No internet service,1357.1,No,No internet service,Two year,0.012858306838244488
44,109.8,Yes,4860.35,Fiber optic,No,One year,0.3323546216966636
50,69.5,No,3418.2,DSL,Yes,Two year,0.08738299750238437
15,48.85,No,631.4,DSL,No,Month-to-month,0.5717074096406847
8,25.25,No,186.3,DSL,No,Month-to-month,0.6601289339126517
66,102.85,No,6976.75,Fiber optic,Yes,One year,0.35483667516241285
57,87.55,Yes,4884.85,Fiber optic,Yes,Month-to-month,0.308342753937787
7,78.55,No,522.95,Fiber optic,No,Month-to-month,0.8276628351181068
10,34.55,No,362.6,DSL,No,Month-to-month,0.597220380793071
62,92.05,Yes,5755.8,Fiber optic,No,One year,0.2992092245371784
40,85.05,No,3355.65,Fiber optic,No,One year,0.39321208311507566
20,19.7,No internet service,406.95,No,No internet service,Two year,0.0214740010617039
7,20.0,No internet service,137.6,No,No internet service,Month-to-month,0.2541307912462146
25,95.15,No,2395.7,Fiber optic,Yes,Month-to-month,0.5412081507793287
23,84.25,No,1968.1,Fiber optic,No,Month-to-month,0.7143200034420166
66,104.6,No,6819.45,Fiber optic,No,One year,0.4151194233116839
72,111.65,No,7943.45,Fiber optic,Yes,Two year,0.16387312712396432
49,90.05,No,4547.25,Fiber optic,No,Month-to-month,0.6775943551721594
43,110.75,No,4687.9,Fiber optic,Yes,Month-to-month,0.5299368941633227
46,55.0,Yes,2473.95,DSL,No,Month-to-month,0.32416404521844194
72,89.85,Yes,6562.9,DSL,Yes,Two year,0.03331730688524825
10,20.35,No internet service,176.3,No,No internet service,One year,0.08102561816025694
40,54.55,Yes,2236.2,DSL,Yes,One year,0.13914831319519746
65,105.5,No,6985.65,Fiber optic,No,Month-to-month,0.6412279366477257
31,99.45,No,3109.9,Fiber optic,Yes,Two year,0.24938453314212922
68,70.9,Yes,4911.35,DSL,Yes,Two year,0.0389842843761675
56,104.55,Yes,5794.65,Fiber optic,No,One year,0.3412183191574345
10,85.25,No,855.3,Fiber optic,No,Month-to-month,0.8233666997850925
68,25.4,No internet service,1620.2,No,No internet service,Two year,0.012093033953432223
43,56.15,No,2499.3,DSL,No,Month-to-month,0.470863173370633
1,89.55,No,89.55,Fiber optic,No,Month-to-month,0.8548959659786487
49,89.85,No,4287.2,Fiber optic,No,One year,0.38518453386119866
15,25.25,No internet service,394.85,No,No internet service,Month-to-month,0.20892321631164362
20,94.55,No,1899.65,Fiber optic,No,Month-to-month,0.7202642311128825
1,45.7,No,45.7,DSL,No,Month-to-month,0.7333292676551519
50,69.65,No,3442.15,DSL,Yes,One year,0.1721562465505038
2,89.5,No,161.5,Fiber optic,No,Month-to-month,0.8383088945845988
24,70.0,No,1732.6,Fiber optic,No,Month-to-month,0.6893138339573605
3,69.55,No,222.3,Fiber optic,No,Month-to-month,0.8205856185293056
1,74.6,No,74.6,Fiber optic,No,Month-to-month,0.8531044117361745
35,20.1,No internet service,655.3,No,No internet service,Two year,0.015928447868070846
17,24.8,No internet service,475.25,No,No internet service,Month-to-month,0.18201672832580693
